,otv,debris1,debris2,debris3,debris4,debris5,debris6,debris7,debris8,debris9,debris10
719,[ 0.55853677 -1.16506023 -0.12320541],[ 0.16641456 -1.20977369 -0.00701516],[ 0.55853677 -1.16506023 -0.12320541],[-0.77407672 -0.73060106 -0.07695193],[1.14800574 0.27349251 0.01644158],[0.25522606 1.05645298 0.04696849],[ 1.25820335 -0.21905787 -0.02742861],[ 0.58424879 -1.14412642 -0.06203915],[1.15272445 0.52844794 0.0262753 ],[-1.06127217 -0.44863082 -0.04164133],[ 0.72781732 -0.8953942  -0.03217609]
720,[ 0.56181358 -1.16349988 -0.12305186],[ 0.17012378 -1.20925765 -0.00701566],[ 0.56181358 -1.16349988 -0.12305186],[-0.77131402 -0.73347749 -0.0773287 ],[1.14711552 0.27718664 0.01670982],[0.25136732 1.05737581 0.0470121 ],[ 1.25882988 -0.21545785 -0.02719526],[ 0.58749733 -1.14246634 -0.06195424],[1.15118722 0.53177551 0.02653457],[-1.05976337 -0.45212958 -0.04222161],[ 0.730803   -0.89296183 -0.03209784]
721,[ 0.565086   -1.16193041 -0.12289734],[ 0.1738314  -1.20873025 -0.00701609],[ 0.565086   -1.16193041 -0.12289734],[-0.76854045 -0.73634359 -0.07770437],[1.14621334 0.28087788 0.01697789],[0.24750523 1.05828458 0.04705508],[ 1.25944608 -0.21185606 -0.02696169],[ 0.59074113 -1.14079707 -0.06186884],[1.14964031 0.53509862 0.02679361],[-1.05824273 -0.4556233  -0.04280141],[ 0.73378054 -0.89051951 -0.03201922]
722,[ 0.56835399 -1.16035185 -0.12274187],[ 0.17753738 -1.20819147 -0.00701646],[ 0.56835399 -1.16035185 -0.12274187],[-0.76575605 -0.73919931 -0.07807896],[1.14529923 0.2845662  0.01724579],[0.24363985 1.05917927 0.04709743],[ 1.26005192 -0.20825252 -0.0267279 ],[ 0.59398018 -1.1391186  -0.06178293],[1.14808376 0.53841724 0.02705242],[-1.05671026 -0.45911192 -0.04338074],[ 0.73674991 -0.88806729 -0.03194025]
723,[ 0.57161752 -1.15876419 -0.12258543],[ 0.1812417  -1.20764134 -0.00701676],[ 0.57161752 -1.15876419 -0.12258543],[-0.76296086 -0.74204462 -0.07845244],[1.14437318 0.28825155 0.0175135 ],[0.23977123 1.06005987 0.04713916],[ 1.26064742 -0.20464728 -0.02649389],[ 0.59721445 -1.13743097 -0.06169653],[1.14651758 0.54173133 0.02731101],[-1.05516598 -0.46259542 -0.04395958],[ 0.73971108 -0.88560517 -0.03186092]
724,[ 0.57487658 -1.15716745 -0.12242803],[ 0.18494431 -1.20707985 -0.007017  ],[ 0.57487658 -1.15716745 -0.12242803],[-0.76015492 -0.74487947 -0.07882482],[1.14343522 0.2919339  0.01778103],[0.23589942 1.06092637 0.04718026],[ 1.26123255 -0.20104035 -0.02625966],[ 0.60044391 -1.13573419 -0.06160963],[1.14494177 0.54504088 0.02756937],[-1.05360992 -0.46607374 -0.04453793],[ 0.74266401 -0.88313319 -0.03178123]
725,[ 0.57813114 -1.15556166 -0.12226967],[ 0.18864518 -1.206507   -0.00701716],[ 0.57813114 -1.15556166 -0.12226967],[-0.75733826 -0.74770382 -0.07919609],[1.14248534 0.29561321 0.01804838],[0.23202448 1.06177875 0.04722074],[ 1.26180732 -0.19743178 -0.02602521],[ 0.60366853 -1.13402826 -0.06152224],[1.14335635 0.54834586 0.0278275 ],[-1.05204208 -0.46954686 -0.04511579],[ 0.74560867 -0.88065138 -0.0317012 ]
726,[ 0.58138116 -1.15394681 -0.12211036],[ 0.19234427 -1.20592281 -0.00701727],[ 0.58138116 -1.15394681 -0.12211036],[-0.75451094 -0.75051764 -0.07956624],[1.14152356 0.29928943 0.01831553],[0.22814644 1.06261701 0.04726058],[ 1.26237173 -0.19382158 -0.02579055],[ 0.6068883  -1.1323132  -0.06143435],[1.14176133 0.55164623 0.02808539],[-1.05046248 -0.47301473 -0.04569314],[ 0.74854503 -0.87815977 -0.03162081]
727,[ 0.58462664 -1.15232291 -0.12195008],[ 0.19604156 -1.20532728 -0.00701731],[ 0.58462664 -1.15232291 -0.12195008],[-0.75167298 -0.75332088 -0.07993527],[1.14054989 0.30296254 0.0185825 ],[0.22426537 1.06344113 0.0472998 ],[ 1.26292576 -0.19020979 -0.02555568],[ 0.61010318 -1.13058903 -0.06134596],[1.14015673 0.55494197 0.02834305],[-1.04887115 -0.47647731 -0.04626997],[ 0.75147306 -0.87565837 -0.03154007]
728,[ 0.58786753 -1.15069    -0.12178886],[ 0.199737   -1.20472041 -0.00701728],[ 0.58786753 -1.15069    -0.12178886],[-0.74882444 -0.75611351 -0.08030317],[1.13956434 0.3066325  0.01884927],[0.22038132 1.06425111 0.04733839],[ 1.26346942 -0.18659643 -0.0253206 ],[ 0.61331316 -1.12885576 -0.06125709],[1.13854256 0.55823305 0.02860047],[-1.04726809 -0.47993457 -0.0468463 ],[ 0.75439272 -0.87314723 -0.03145897]
729,[ 0.59110381 -1.14904807 -0.12162668],[ 0.20343057 -1.20410222 -0.00701718],[ 0.59110381 -1.14904807 -0.12162668],[-0.74596534 -0.75889548 -0.08066994],[1.13856691 0.31029926 0.01911585],[0.21649434 1.06504693 0.04737634],[ 1.2640027  -0.18298154 -0.02508531],[ 0.61651819 -1.1271134  -0.06116771],[1.13691883 0.56151945 0.02885765],[-1.04565333 -0.48338646 -0.04742209],[ 0.75730398 -0.87062636 -0.03137753]
730,[ 0.59433547 -1.14739713 -0.12146354],[ 0.20712222 -1.2034727  -0.00701702],[ 0.59433547 -1.14739713 -0.12146354],[-0.74309572 -0.76166676 -0.08103558],[1.13755763 0.31396279 0.01938223],[0.21260447 1.06582858 0.04741367],[ 1.26452559 -0.17936515 -0.02484982],[ 0.61971826 -1.12536196 -0.06107785],[1.13528556 0.56480114 0.02911458],[-1.04402689 -0.48683296 -0.04799736],[ 0.7602068  -0.8680958  -0.03129574]
731,[ 0.59756247 -1.14573721 -0.12129946],[ 0.21081193 -1.20283186 -0.00701679],[ 0.59756247 -1.14573721 -0.12129946],[-0.74021564 -0.76442731 -0.08140007],[1.13653649 0.31762304 0.01964841],[0.20871178 1.06659605 0.04745037],[ 1.26503809 -0.17574729 -0.02461412],[ 0.62291334 -1.12360147 -0.06098749],[1.13364276 0.56807808 0.02937128],[-1.04238878 -0.49027401 -0.04857209],[ 0.76310116 -0.86555557 -0.0312136 ]
732,[ 0.60078479 -1.14406832 -0.12113442],[ 0.21449965 -1.20217971 -0.0070165 ],[ 0.60078479 -1.14406832 -0.12113442],[-0.73732513 -0.76717708 -0.08176342],[1.13550352 0.32127999 0.01991438],[0.20481631 1.06734933 0.04748643],[ 1.2655402  -0.17212798 -0.02437822],[ 0.62610341 -1.12183194 -0.06089665],[1.13199044 0.57135026 0.02962772],[-1.04073902 -0.49370959 -0.04914628],[ 0.76598703 -0.86300571 -0.03113111]
733,[ 0.60400241 -1.14239046 -0.12096844],[ 0.21818535 -1.20151626 -0.00701614],[ 0.60400241 -1.14239046 -0.12096844],[-0.73442423 -0.76991604 -0.08212561],[1.13445872 0.32493359 0.02018014],[0.20091811 1.06808841 0.04752187],[ 1.26603191 -0.16850725 -0.02414211],[ 0.62928844 -1.12005337 -0.06080531],[1.13032863 0.57461764 0.02988392],[-1.03907763 -0.49713965 -0.04971992],[ 0.76886436 -0.86044623 -0.03104827]
734,[ 0.60721529 -1.14070365 -0.1208015 ],[ 0.22186901 -1.2008415  -0.00701572],[ 0.60721529 -1.14070365 -0.1208015 ],[-0.73151297 -0.77264416 -0.08248665],[1.1334021  0.32858381 0.0204457 ],[0.19701725 1.06881329 0.04755667],[ 1.26651322 -0.16488515 -0.02390581],[ 0.63246841 -1.11826579 -0.06071349],[1.12865732 0.57788019 0.03013987],[-1.03740463 -0.50056415 -0.05029301],[ 0.77173314 -0.85787718 -0.03096509]
735,[ 0.61042341 -1.13900791 -0.12063362],[ 0.22555057 -1.20015545 -0.00701523],[ 0.61042341 -1.13900791 -0.12063362],[-0.72859141 -0.77536139 -0.08284653],[1.13233367 0.3322306  0.02071104],[0.19311376 1.06952394 0.04759084],[ 1.26698412 -0.16126168 -0.02366932],[ 0.63564328 -1.1164692  -0.06062117],[1.12697654 0.5811379  0.03039556],[-1.03572004 -0.50398306 -0.05086553],[ 0.77459332 -0.85529857 -0.03088156]
736,[ 0.61362676 -1.13730324 -0.1204648 ],[ 0.22923002 -1.19945812 -0.00701467],[ 0.61362676 -1.13730324 -0.1204648 ],[-0.72565959 -0.77806769 -0.08320523],[1.13125345 0.33587394 0.02097616],[0.1892077  1.07022037 0.04762437],[ 1.26744462 -0.1576369  -0.02343262],[ 0.63881303 -1.11466363 -0.06052837],[1.12528631 0.58439073 0.030651  ],[-1.03402387 -0.50739633 -0.05143748],[ 0.77744487 -0.85271044 -0.03079769]
737,[ 0.61682529 -1.13558967 -0.12029503],[ 0.23290731 -1.19874951 -0.00701405],[ 0.61682529 -1.13558967 -0.12029503],[-0.72271754 -0.78076302 -0.08356277],[1.13016144 0.33951377 0.02124107],[0.18529913 1.07090256 0.04765728],[ 1.2678947  -0.15401081 -0.02319574],[ 0.64197764 -1.11284908 -0.06043508],[1.12358663 0.58763865 0.03090619],[-1.03231615 -0.51080394 -0.05200886],[ 0.78028777 -0.85011281 -0.03071348]
738,[ 0.620019   -1.13386719 -0.12012432],[ 0.23658241 -1.19802962 -0.00701336],[ 0.620019   -1.13386719 -0.12012432],[-0.7197653  -0.78344736 -0.08391913],[1.12905766 0.34315007 0.02150575],[0.18138809 1.0715705  0.04768954],[ 1.26833436 -0.15038347 -0.02295867],[ 0.64513709 -1.11102558 -0.0603413 ],[1.12187751 0.59088164 0.03116111],[-1.03059689 -0.51420584 -0.05257966],[ 0.78312198 -0.84750572 -0.03062893]
739,[ 0.62320784 -1.13213584 -0.11995267],[ 0.24025528 -1.19729846 -0.00701261],[ 0.62320784 -1.13213584 -0.11995267],[-0.71680292 -0.78612066 -0.0842743 ],[1.12794212 0.34678279 0.02177022],[0.17747464 1.07222419 0.04772118],[ 1.2687636  -0.14675488 -0.0227214 ],[ 0.64829134 -1.10919313 -0.06024704],[1.12015898 0.59411968 0.03141577],[-1.02886612 -0.51760199 -0.05314987],[ 0.78594747 -0.84488919 -0.03054403]
740,[ 0.62639181 -1.13039562 -0.11978008],[ 0.2439259  -1.19655605 -0.00701179],[ 0.62639181 -1.13039562 -0.11978008],[-0.71383044 -0.78878287 -0.08462829],[1.12681482 0.3504119  0.02203445],[0.17355883 1.07286362 0.04775218],[ 1.26918242 -0.14312509 -0.02248395],[ 0.65144037 -1.10735176 -0.06015229],[1.11843105 0.59735272 0.03167017],[-1.02712385 -0.52099236 -0.05371949],[ 0.78876421 -0.84226326 -0.03045879]
741,[ 0.62957087 -1.12864654 -0.11960655],[ 0.24759422 -1.19580238 -0.0070109 ],[ 0.62957087 -1.12864654 -0.11960655],[-0.71084791 -0.79143398 -0.08498108],[1.12567579 0.35403736 0.02229845],[0.1696407  1.07348877 0.04778254],[ 1.26959081 -0.13949413 -0.02224632],[ 0.65458416 -1.10550147 -0.06005706],[1.11669373 0.60058075 0.0319243 ],[-1.0253701  -0.52437691 -0.0542885 ],[ 0.79157217 -0.83962794 -0.03037322]
742,[ 0.632745   -1.12688862 -0.11943209],[ 0.25126021 -1.19503747 -0.00700995],[ 0.632745   -1.12688862 -0.11943209],[-0.70785535 -0.79407393 -0.08533268],[1.12452503 0.35765913 0.02256223],[0.16572032 1.07409964 0.04781227],[ 1.26998877 -0.13586202 -0.0220085 ],[ 0.65772268 -1.10364228 -0.05996135],[1.11494704 0.60380374 0.03217816],[-1.02360489 -0.5277556  -0.05485691],[ 0.79437131 -0.83698328 -0.03028731]
743,[ 0.63591417 -1.12512188 -0.11925669],[ 0.25492384 -1.19426132 -0.00700893],[ 0.63591417 -1.12512188 -0.11925669],[-0.70485282 -0.79670269 -0.08568308],[1.12336256 0.36127718 0.02282577],[0.16179774 1.07469622 0.04784136],[ 1.2703763  -0.13222879 -0.0217705 ],[ 0.66085591 -1.10177421 -0.05986515],[1.11319098 0.60702166 0.03243176],[-1.02182824 -0.53112839 -0.05542471],[ 0.79716161 -0.8343293  -0.03020106]
744,[ 0.63907835 -1.12334632 -0.11908035],[ 0.25858507 -1.19347394 -0.00700785],[ 0.63907835 -1.12334632 -0.11908035],[-0.70184036 -0.79932023 -0.08603226],[1.12218839 0.36489146 0.02308907],[0.15787301 1.07527851 0.04786982],[ 1.27075338 -0.12859448 -0.02153233],[ 0.66398382 -1.09989727 -0.05976847],[1.11142559 0.61023449 0.03268508],[-1.02004018 -0.53449524 -0.05599189],[ 0.79994303 -0.83166603 -0.03011447]
745,[ 0.64223754 -1.12156196 -0.11890308],[ 0.26224387 -1.19267533 -0.0070067 ],[ 0.64223754 -1.12156196 -0.11890308],[-0.69881801 -0.8019265  -0.08638024],[1.12100252 0.36850194 0.02335212],[0.15394617 1.07584649 0.04789764],[ 1.27112003 -0.12495911 -0.02129397],[ 0.66710638 -1.09801147 -0.05967131],[1.10965086 0.61344219 0.03293812],[-1.01824072 -0.53785612 -0.05655844],[ 0.80271555 -0.82899349 -0.03002755]
746,[ 0.64539169 -1.11976881 -0.11872488],[ 0.26590021 -1.19186551 -0.00700548],[ 0.64539169 -1.11976881 -0.11872488],[-0.69578582 -0.80452147 -0.086727  ],[1.11980498 0.37210858 0.02361494],[0.15001729 1.07640016 0.04792482],[ 1.27147623 -0.12132271 -0.02105544],[ 0.67022357 -1.09611684 -0.05957367],[1.10786683 0.61664475 0.03319089],[-1.01642987 -0.54121099 -0.05712436],[ 0.80547913 -0.82631173 -0.02994029]
747,[ 0.64854078 -1.1179669  -0.11854575],[ 0.26955404 -1.19104448 -0.0070042 ],[ 0.64854078 -1.1179669  -0.11854575],[-0.69274381 -0.80710511 -0.08707253],[1.11859578 0.37571135 0.02387751],[0.14608641 1.07693951 0.04795136],[ 1.27182199 -0.11768532 -0.02081674],[ 0.67333536 -1.09421338 -0.05947555],[1.10607349 0.61984213 0.03344339],[-1.01460767 -0.54455982 -0.05768964],[ 0.80823373 -0.82362076 -0.0298527 ]
748,[ 0.6516848  -1.11615622 -0.1183657 ],[ 0.27320534 -1.19021225 -0.00700285],[ 0.6516848  -1.11615622 -0.1183657 ],[-0.68969205 -0.80967737 -0.08741684],[1.11737492 0.3793102  0.02413983],[0.14215358 1.07746453 0.04797727],[ 1.2721573  -0.11404696 -0.02057787],[ 0.67644174 -1.09230112 -0.05937695],[1.10427087 0.6230343  0.0336956 ],[-1.01277414 -0.54790255 -0.05825427],[ 0.81097934 -0.82092063 -0.02976478]
749,[ 0.65482371 -1.1143368  -0.11818471],[ 0.27685407 -1.18936882 -0.00700144],[ 0.65482371 -1.1143368  -0.11818471],[-0.68663057 -0.81223822 -0.08775992],[1.11614242 0.3829051  0.0244019 ],[0.13821887 1.07797522 0.04800254],[ 1.27248215 -0.11040766 -0.02033883],[ 0.67954267 -1.09038006 -0.05927787],[1.10245898 0.62622125 0.03394752],[-1.01092928 -0.55123917 -0.05881826],[ 0.81371592 -0.81821135 -0.02967652]
750,[ 0.65795749 -1.11250865 -0.1180028 ],[ 0.28050019 -1.18851421 -0.00699996],[ 0.65795749 -1.11250865 -0.1180028 ],[-0.68355941 -0.81478763 -0.08810176],[1.11489829 0.38649601 0.02466372],[0.13428232 1.07847157 0.04802716],[ 1.27279655 -0.10676745 -0.02009962],[ 0.68263813 -1.08845022 -0.05917832],[1.10063783 0.62940294 0.03419917],[-1.00907313 -0.55456963 -0.05938159],[ 0.81644344 -0.81549297 -0.02958794]
751,[ 0.66108612 -1.11067179 -0.11781996],[ 0.28414368 -1.18764842 -0.00699841],[ 0.66108612 -1.11067179 -0.11781996],[-0.68047862 -0.81732556 -0.08844236],[1.11364255 0.3900829  0.02492528],[0.13034398 1.07895357 0.04805115],[ 1.27310049 -0.10312637 -0.01986025],[ 0.6857281  -1.08651163 -0.05907829],[1.09880745 0.63257935 0.03445052],[-1.0072057  -0.55789388 -0.05994425],[ 0.81916187 -0.8127655  -0.02949903]
752,[ 0.66420956 -1.10882623 -0.1176362 ],[ 0.2877845  -1.18677147 -0.0069968 ],[ 0.66420956 -1.10882623 -0.1176362 ],[-0.67738824 -0.81985197 -0.08878171],[1.11237521 0.39366572 0.02518658],[0.1264039  1.07942122 0.04807451],[ 1.27339397 -0.09948444 -0.01962071],[ 0.68881254 -1.08456428 -0.05897778],[1.09696784 0.63575045 0.03470159],[-1.00532702 -0.56121191 -0.06050625],[ 0.82187117 -0.81002898 -0.02940978]
753,[ 0.66732781 -1.10697198 -0.11745152],[ 0.29142261 -1.18588335 -0.00699512],[ 0.66732781 -1.10697198 -0.11745152],[-0.67428832 -0.82236683 -0.08911982],[1.11109628 0.39724444 0.02544761],[0.12246215 1.07987451 0.04809722],[ 1.27367699 -0.09584169 -0.01938101],[ 0.69189144 -1.08260821 -0.0588768 ],[1.09511903 0.63891621 0.03495237],[-1.0034371  -0.56452366 -0.06106756],[ 0.82457133 -0.80728345 -0.02932021]
754,[ 0.67044082 -1.10510906 -0.11726592],[ 0.29505797 -1.18498408 -0.00699338],[ 0.67044082 -1.10510906 -0.11726592],[-0.67117889 -0.82487009 -0.08945666],[1.10980577 0.40081902 0.02570838],[0.11851877 1.08031343 0.04811929],[ 1.27394955 -0.09219816 -0.01914115],[ 0.69496477 -1.08064342 -0.05877535],[1.09326103 0.64207661 0.03520285],[-1.00153597 -0.5678291  -0.0616282 ],[ 0.8272623  -0.80452892 -0.02923032]
755,[ 0.67354859 -1.10323748 -0.1170794 ],[ 0.29869057 -1.18407367 -0.00699157],[ 0.67354859 -1.10323748 -0.1170794 ],[-0.66806001 -0.82736174 -0.08979225],[1.10850371 0.40438943 0.02596889],[0.11457381 1.08073798 0.04814072],[ 1.27421164 -0.08855387 -0.01890114],[ 0.69803251 -1.07866993 -0.05867342],[1.09139384 0.64523162 0.03545304],[-0.99962364 -0.5711282  -0.06218815],[ 0.82994406 -0.80176544 -0.0291401 ]
756,[ 0.67665108 -1.10135726 -0.11689197],[ 0.30232035 -1.18315212 -0.0069897 ],[ 0.67665108 -1.10135726 -0.11689197],[-0.66493171 -0.82984173 -0.09012657],[1.10719009 0.40795563 0.02622912],[0.11062732 1.08114816 0.04816151],[ 1.27446326 -0.08490885 -0.01866097],[ 0.70109463 -1.07668776 -0.05857102],[1.0895175  0.64838121 0.03570293],[-0.99770015 -0.57442092 -0.0627474 ],[ 0.83261659 -0.79899303 -0.02904955]
757,[ 0.67974827 -1.09946841 -0.11670362],[ 0.3059473  -1.18221944 -0.00698776],[ 0.67974827 -1.09946841 -0.11670362],[-0.66179405 -0.83231002 -0.09045962],[1.10586495 0.41151757 0.02648908],[0.10667936 1.08154395 0.04818166],[ 1.27470441 -0.08126313 -0.01842064],[ 0.7041511  -1.07469693 -0.05846815],[1.08763202 0.65152536 0.03595252],[-0.99576551 -0.57770722 -0.06330595],[ 0.83527984 -0.79621172 -0.02895868]
758,[ 0.68284013 -1.09757095 -0.11651435],[ 0.30957136 -1.18127565 -0.00698575],[ 0.68284013 -1.09757095 -0.11651435],[-0.65864706 -0.83476658 -0.09079139],[1.10452828 0.41507523 0.02674877],[0.10272999 1.08192535 0.04820117],[ 1.27493508 -0.07761675 -0.01818017],[ 0.70720191 -1.07269744 -0.0583648 ],[1.0857374  0.65466405 0.0362018 ],[-0.99381974 -0.58098706 -0.0638638 ],[ 0.83793379 -0.79342155 -0.02886749]
759,[ 0.68592664 -1.09566489 -0.11632417],[ 0.31319251 -1.18032075 -0.00698368],[ 0.68592664 -1.09566489 -0.11632417],[-0.65549078 -0.83721139 -0.09112189],[1.10318011 0.41862856 0.02700817],[0.09877925 1.08229236 0.04822004],[ 1.27515528 -0.07396973 -0.01793954],[ 0.71024702 -1.07068931 -0.05826099],[1.08383367 0.65779723 0.03645079],[-0.99186286 -0.58426041 -0.06442093],[ 0.8405784  -0.79062254 -0.02877598]
760,[ 0.68900778 -1.09375025 -0.11613308],[ 0.31681072 -1.17935474 -0.00698155],[ 0.68900778 -1.09375025 -0.11613308],[-0.65232527 -0.83964439 -0.0914511 ],[1.10182044 0.42217754 0.02726729],[0.09482719 1.08264498 0.04823827],[ 1.27536501 -0.0703221  -0.01769877],[ 0.71328642 -1.06867257 -0.05815671],[1.08192084 0.6609249  0.03669947],[-0.9898949  -0.58752723 -0.06497734],[ 0.84321366 -0.78781473 -0.02868414]
761,[ 0.69208353 -1.09182704 -0.11594108],[ 0.32042595 -1.17837765 -0.00697934],[ 0.69208353 -1.09182704 -0.11594108],[-0.64915057 -0.84206557 -0.09177903],[1.1004493  0.42572211 0.02752613],[0.09087387 1.08298319 0.04825585],[ 1.27556425 -0.06667389 -0.01745786],[ 0.71632007 -1.06664723 -0.05805196],[1.07999893 0.66404702 0.03694784],[-0.98791588 -0.59078748 -0.06553302],[ 0.84583954 -0.78499815 -0.02859199]
762,[ 0.69515385 -1.08989528 -0.11574817],[ 0.32403816 -1.17738948 -0.00697708],[ 0.69515385 -1.08989528 -0.11574817],[-0.64596672 -0.84447487 -0.09210566],[1.09906669 0.42926225 0.02778469],[0.08691935 1.08330699 0.0482728 ],[ 1.27575301 -0.06302513 -0.01721679],[ 0.71934796 -1.0646133  -0.05794674],[1.07806796 0.66716356 0.0371959 ],[-0.98592582 -0.59404114 -0.06608797],[ 0.84845599 -0.78217283 -0.02849952]
763,[ 0.69821872 -1.08795498 -0.11555436],[ 0.32764733 -1.17639023 -0.00697474],[ 0.69821872 -1.08795498 -0.11555436],[-0.64277377 -0.84687228 -0.09243099],[1.09767263 0.43279792 0.02804295],[0.08296366 1.08361638 0.0482891 ],[ 1.2759313  -0.05937586 -0.01697559],[ 0.72237005 -1.0625708  -0.05784106],[1.07612794 0.67027451 0.03744364],[-0.98392474 -0.59728815 -0.06664219],[ 0.85106299 -0.7793388  -0.02840673]
764,[ 0.70127813 -1.08600615 -0.11535964],[ 0.33125342 -1.17537992 -0.00697234],[ 0.70127813 -1.08600615 -0.11535964],[-0.63957176 -0.84925776 -0.09275502],[1.09626714 0.43632908 0.02830092],[0.07900688 1.08391136 0.04830476],[ 1.2760991  -0.0557261  -0.01673425],[ 0.72538634 -1.06051974 -0.05773491],[1.07417888 0.67337983 0.03769108],[-0.98191267 -0.60052849 -0.06719565],[ 0.85366052 -0.77649608 -0.02831363]
765,[ 0.70433204 -1.08404882 -0.11516402],[ 0.33485639 -1.17435855 -0.00696988],[ 0.70433204 -1.08404882 -0.11516402],[-0.63636074 -0.85163126 -0.09307774],[1.09485023 0.4398557  0.0285586 ],[0.07504904 1.08419192 0.04831977],[ 1.27625641 -0.05207588 -0.01649277],[ 0.72839678 -1.05846015 -0.0576283 ],[1.07222081 0.6764795  0.03793819],[-0.97988962 -0.60376212 -0.06774837],[ 0.85624855 -0.77364473 -0.0282202 ]
766,[ 0.70738044 -1.082083   -0.11496749],[ 0.33845621 -1.17332614 -0.00696735],[ 0.70738044 -1.082083   -0.11496749],[-0.63314076 -0.85399277 -0.09339915],[1.09342192 0.44337773 0.02881598],[0.0710902  1.08445805 0.04833414],[ 1.27640324 -0.04842523 -0.01625116],[ 0.73140136 -1.05639204 -0.05752122],[1.07025374 0.67957349 0.03818499],[-0.97785563 -0.60698901 -0.06830033],[ 0.85882704 -0.77078476 -0.02812647]
767,[ 0.71042329 -1.0801087  -0.11477006],[ 0.34205285 -1.1722827  -0.00696475],[ 0.71042329 -1.0801087  -0.11477006],[-0.62991185 -0.85634225 -0.09371925],[1.09198221 0.44689515 0.02907306],[0.06713042 1.08470976 0.04834787],[ 1.27653958 -0.04477419 -0.01600941],[ 0.73440005 -1.05431542 -0.05741368],[1.06827769 0.68266177 0.03843147],[-0.97581071 -0.61020911 -0.06885153],[ 0.86139596 -0.7679162  -0.02803242]
768,[ 0.71346058 -1.07812594 -0.11457174],[ 0.34564627 -1.17122823 -0.00696209],[ 0.71346058 -1.07812594 -0.11457174],[-0.62667406 -0.85867965 -0.09403802],[1.09053113 0.4504079  0.02932984],[0.06316975 1.08494704 0.04836096],[ 1.27666544 -0.04112277 -0.01576753],[ 0.73739283 -1.05223032 -0.05730568],[1.06629266 0.68574432 0.03867763],[-0.97375488 -0.61342239 -0.06940196],[ 0.8639553  -0.7650391  -0.02793806]
769,[ 0.71649228 -1.07613473 -0.11437252],[ 0.34923644 -1.17016275 -0.00695936],[ 0.71649228 -1.07613473 -0.11437252],[-0.62342744 -0.86100496 -0.09435547],[1.08906869 0.45391597 0.02958631],[0.05920823 1.08516988 0.04837341],[ 1.2767808  -0.03747102 -0.01552552],[ 0.74037968 -1.05013675 -0.05719722],[1.06429869 0.68882112 0.03892346],[-0.97168817 -0.61662881 -0.06995161],[ 0.86650501 -0.76215348 -0.02784339]
770,[ 0.71951837 -1.0741351  -0.1141724 ],[ 0.35282333 -1.16908626 -0.00695657],[ 0.71951837 -1.0741351  -0.1141724 ],[-0.62017204 -0.86331813 -0.09467159],[1.0875949  0.45741931 0.02984247],[0.05524593 1.08537829 0.04838521],[ 1.27688568 -0.03381897 -0.01528338],[ 0.74336056 -1.04803472 -0.05708829],[1.06229579 0.69189214 0.03916896],[-0.9696106  -0.61982835 -0.07050048],[ 0.86904508 -0.75925937 -0.02774841]
771,[ 0.72253882 -1.07212705 -0.11397138],[ 0.3564069  -1.16799878 -0.00695371],[ 0.72253882 -1.07212705 -0.11397138],[-0.6169079  -0.86561914 -0.09498638],[1.08610978 0.46091788 0.03009832],[0.05128289 1.08557226 0.04839636],[ 1.27698006 -0.03016663 -0.01504112],[ 0.74633546 -1.04592426 -0.05697891],[1.06028397 0.69495735 0.03941414],[-0.9675222  -0.62302096 -0.07104856],[ 0.87157547 -0.75635681 -0.02765312]
772,[ 0.72555361 -1.0701106  -0.11376948],[ 0.35998712 -1.16690032 -0.00695079],[ 0.72555361 -1.0701106  -0.11376948],[-0.61363507 -0.86790795 -0.09529983],[1.08461335 0.46441165 0.03035386],[0.04731917 1.08575179 0.04840687],[ 1.27706395 -0.02651404 -0.01479874],[ 0.74930436 -1.04380538 -0.05686906],[1.05826325 0.69801673 0.03965898],[-0.96542299 -0.62620661 -0.07159585],[ 0.87409616 -0.75344582 -0.02755752]
773,[ 0.72856272 -1.06808577 -0.11356668],[ 0.36356395 -1.16579088 -0.0069478 ],[ 0.72856272 -1.06808577 -0.11356668],[-0.61035359 -0.87018454 -0.09561193],[1.08310562 0.46790059 0.03060908],[0.04335482 1.08591687 0.04841674],[ 1.27713735 -0.02286124 -0.01455623],[ 0.75226722 -1.0416781  -0.05675876],[1.05623364 0.70107024 0.03990349],[-0.96331298 -0.62938526 -0.07214234],[ 0.87660711 -0.75052645 -0.02746162]
774,[ 0.73156612 -1.06605257 -0.11336299],[ 0.36713736 -1.16467047 -0.00694475],[ 0.73156612 -1.06605257 -0.11336299],[-0.60706351 -0.87244886 -0.09592269],[1.08158661 0.47138465 0.03086398],[0.0393899  1.08606751 0.04842597],[ 1.27720026 -0.01920825 -0.0143136 ],[ 0.75522402 -1.03954243 -0.05664801],[1.05419517 0.70411788 0.04014767],[-0.96119222 -0.63255687 -0.07268803],[ 0.8791083  -0.74759872 -0.02736541]
775,[ 0.73456379 -1.06401102 -0.11315842],[ 0.37070732 -1.16353912 -0.00694163],[ 0.73456379 -1.06401102 -0.11315842],[-0.60376487 -0.87470088 -0.0962321 ],[1.08005633 0.4748638  0.03111857],[0.03542445 1.0862037  0.04843455],[ 1.27725267 -0.01555511 -0.01407086],[ 0.75817475 -1.03739839 -0.05653679],[1.05214786 0.7071596  0.04039151],[-0.95906071 -0.63572142 -0.0732329 ],[ 0.88159971 -0.74466266 -0.02726889]
